id,theme,character,scene,prop,src,prompt_en,prompt_zh,desc_kid
cam_student_classroom_book,campus,student,classroom,book,./assets/images/cam_student_classroom_book.webp,"a cheerful young student in school uniform inside a colorful elementary classroom, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在色彩繽紛的教室裡，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在色彩繽紛的教室裡，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_student_classroom_whistle,campus,student,classroom,whistle,./assets/images/cam_student_classroom_whistle.webp,"a cheerful young student in school uniform inside a colorful elementary classroom, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在色彩繽紛的教室裡，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在色彩繽紛的教室裡，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_student_classroom_brush,campus,student,classroom,brush,./assets/images/cam_student_classroom_brush.webp,"a cheerful young student in school uniform inside a colorful elementary classroom, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在色彩繽紛的教室裡，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在色彩繽紛的教室裡，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_student_classroom_ball,campus,student,classroom,ball,./assets/images/cam_student_classroom_ball.webp,"a cheerful young student in school uniform inside a colorful elementary classroom, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在色彩繽紛的教室裡，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在色彩繽紛的教室裡，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_student_playground_book,campus,student,playground,book,./assets/images/cam_student_playground_book.webp,"a cheerful young student in school uniform on a sunny school playground, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在出大太陽的操場上，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在出大太陽的操場上，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_student_playground_whistle,campus,student,playground,whistle,./assets/images/cam_student_playground_whistle.webp,"a cheerful young student in school uniform on a sunny school playground, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在出大太陽的操場上，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在出大太陽的操場上，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_student_playground_brush,campus,student,playground,brush,./assets/images/cam_student_playground_brush.webp,"a cheerful young student in school uniform on a sunny school playground, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在出大太陽的操場上，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在出大太陽的操場上，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_student_playground_ball,campus,student,playground,ball,./assets/images/cam_student_playground_ball.webp,"a cheerful young student in school uniform on a sunny school playground, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在出大太陽的操場上，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在出大太陽的操場上，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_student_library_book,campus,student,library,book,./assets/images/cam_student_library_book.webp,"a cheerful young student in school uniform inside a cozy school library, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在溫馨的學校圖書館裡，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在溫馨的學校圖書館裡，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_student_library_whistle,campus,student,library,whistle,./assets/images/cam_student_library_whistle.webp,"a cheerful young student in school uniform inside a cozy school library, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在溫馨的學校圖書館裡，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在溫馨的學校圖書館裡，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_student_library_brush,campus,student,library,brush,./assets/images/cam_student_library_brush.webp,"a cheerful young student in school uniform inside a cozy school library, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在溫馨的學校圖書館裡，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在溫馨的學校圖書館裡，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_student_library_ball,campus,student,library,ball,./assets/images/cam_student_library_ball.webp,"a cheerful young student in school uniform inside a cozy school library, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在溫馨的學校圖書館裡，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在溫馨的學校圖書館裡，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_student_cafeteria_book,campus,student,cafeteria,book,./assets/images/cam_student_cafeteria_book.webp,"a cheerful young student in school uniform in a school cafeteria with delicious food, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在飄著飯菜香的學校餐廳，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在飄著飯菜香的學校餐廳，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_student_cafeteria_whistle,campus,student,cafeteria,whistle,./assets/images/cam_student_cafeteria_whistle.webp,"a cheerful young student in school uniform in a school cafeteria with delicious food, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在飄著飯菜香的學校餐廳，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在飄著飯菜香的學校餐廳，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_student_cafeteria_brush,campus,student,cafeteria,brush,./assets/images/cam_student_cafeteria_brush.webp,"a cheerful young student in school uniform in a school cafeteria with delicious food, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在飄著飯菜香的學校餐廳，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在飄著飯菜香的學校餐廳，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_student_cafeteria_ball,campus,student,cafeteria,ball,./assets/images/cam_student_cafeteria_ball.webp,"a cheerful young student in school uniform in a school cafeteria with delicious food, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：穿制服的小學生在飄著飯菜香的學校餐廳，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿制服的小學生在飄著飯菜香的學校餐廳，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_teacher_classroom_book,campus,teacher,classroom,book,./assets/images/cam_teacher_classroom_book.webp,"a friendly young teacher inside a colorful elementary classroom, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在色彩繽紛的教室裡，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在色彩繽紛的教室裡，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_teacher_classroom_whistle,campus,teacher,classroom,whistle,./assets/images/cam_teacher_classroom_whistle.webp,"a friendly young teacher inside a colorful elementary classroom, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在色彩繽紛的教室裡，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在色彩繽紛的教室裡，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_teacher_classroom_brush,campus,teacher,classroom,brush,./assets/images/cam_teacher_classroom_brush.webp,"a friendly young teacher inside a colorful elementary classroom, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在色彩繽紛的教室裡，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在色彩繽紛的教室裡，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_teacher_classroom_ball,campus,teacher,classroom,ball,./assets/images/cam_teacher_classroom_ball.webp,"a friendly young teacher inside a colorful elementary classroom, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在色彩繽紛的教室裡，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在色彩繽紛的教室裡，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_teacher_playground_book,campus,teacher,playground,book,./assets/images/cam_teacher_playground_book.webp,"a friendly young teacher on a sunny school playground, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在出大太陽的操場上，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在出大太陽的操場上，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_teacher_playground_whistle,campus,teacher,playground,whistle,./assets/images/cam_teacher_playground_whistle.webp,"a friendly young teacher on a sunny school playground, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在出大太陽的操場上，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在出大太陽的操場上，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_teacher_playground_brush,campus,teacher,playground,brush,./assets/images/cam_teacher_playground_brush.webp,"a friendly young teacher on a sunny school playground, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在出大太陽的操場上，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在出大太陽的操場上，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_teacher_playground_ball,campus,teacher,playground,ball,./assets/images/cam_teacher_playground_ball.webp,"a friendly young teacher on a sunny school playground, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在出大太陽的操場上，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在出大太陽的操場上，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_teacher_library_book,campus,teacher,library,book,./assets/images/cam_teacher_library_book.webp,"a friendly young teacher inside a cozy school library, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在溫馨的學校圖書館裡，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在溫馨的學校圖書館裡，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_teacher_library_whistle,campus,teacher,library,whistle,./assets/images/cam_teacher_library_whistle.webp,"a friendly young teacher inside a cozy school library, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在溫馨的學校圖書館裡，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在溫馨的學校圖書館裡，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_teacher_library_brush,campus,teacher,library,brush,./assets/images/cam_teacher_library_brush.webp,"a friendly young teacher inside a cozy school library, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在溫馨的學校圖書館裡，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在溫馨的學校圖書館裡，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_teacher_library_ball,campus,teacher,library,ball,./assets/images/cam_teacher_library_ball.webp,"a friendly young teacher inside a cozy school library, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在溫馨的學校圖書館裡，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在溫馨的學校圖書館裡，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_teacher_cafeteria_book,campus,teacher,cafeteria,book,./assets/images/cam_teacher_cafeteria_book.webp,"a friendly young teacher in a school cafeteria with delicious food, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在飄著飯菜香的學校餐廳，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在飄著飯菜香的學校餐廳，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_teacher_cafeteria_whistle,campus,teacher,cafeteria,whistle,./assets/images/cam_teacher_cafeteria_whistle.webp,"a friendly young teacher in a school cafeteria with delicious food, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在飄著飯菜香的學校餐廳，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在飄著飯菜香的學校餐廳，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_teacher_cafeteria_brush,campus,teacher,cafeteria,brush,./assets/images/cam_teacher_cafeteria_brush.webp,"a friendly young teacher in a school cafeteria with delicious food, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在飄著飯菜香的學校餐廳，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在飄著飯菜香的學校餐廳，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_teacher_cafeteria_ball,campus,teacher,cafeteria,ball,./assets/images/cam_teacher_cafeteria_ball.webp,"a friendly young teacher in a school cafeteria with delicious food, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：親切的老師在飄著飯菜香的學校餐廳，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 親切的老師在飄著飯菜香的學校餐廳，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_librarian_classroom_book,campus,librarian,classroom,book,./assets/images/cam_librarian_classroom_book.webp,"a kind librarian with reading glasses inside a colorful elementary classroom, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在色彩繽紛的教室裡，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在色彩繽紛的教室裡，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_librarian_classroom_whistle,campus,librarian,classroom,whistle,./assets/images/cam_librarian_classroom_whistle.webp,"a kind librarian with reading glasses inside a colorful elementary classroom, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在色彩繽紛的教室裡，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在色彩繽紛的教室裡，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_librarian_classroom_brush,campus,librarian,classroom,brush,./assets/images/cam_librarian_classroom_brush.webp,"a kind librarian with reading glasses inside a colorful elementary classroom, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在色彩繽紛的教室裡，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在色彩繽紛的教室裡，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_librarian_classroom_ball,campus,librarian,classroom,ball,./assets/images/cam_librarian_classroom_ball.webp,"a kind librarian with reading glasses inside a colorful elementary classroom, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在色彩繽紛的教室裡，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在色彩繽紛的教室裡，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_librarian_playground_book,campus,librarian,playground,book,./assets/images/cam_librarian_playground_book.webp,"a kind librarian with reading glasses on a sunny school playground, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在出大太陽的操場上，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在出大太陽的操場上，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_librarian_playground_whistle,campus,librarian,playground,whistle,./assets/images/cam_librarian_playground_whistle.webp,"a kind librarian with reading glasses on a sunny school playground, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在出大太陽的操場上，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在出大太陽的操場上，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_librarian_playground_brush,campus,librarian,playground,brush,./assets/images/cam_librarian_playground_brush.webp,"a kind librarian with reading glasses on a sunny school playground, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在出大太陽的操場上，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在出大太陽的操場上，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_librarian_playground_ball,campus,librarian,playground,ball,./assets/images/cam_librarian_playground_ball.webp,"a kind librarian with reading glasses on a sunny school playground, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在出大太陽的操場上，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在出大太陽的操場上，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_librarian_library_book,campus,librarian,library,book,./assets/images/cam_librarian_library_book.webp,"a kind librarian with reading glasses inside a cozy school library, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在溫馨的學校圖書館裡，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在溫馨的學校圖書館裡，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_librarian_library_whistle,campus,librarian,library,whistle,./assets/images/cam_librarian_library_whistle.webp,"a kind librarian with reading glasses inside a cozy school library, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在溫馨的學校圖書館裡，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在溫馨的學校圖書館裡，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
cam_librarian_library_brush,campus,librarian,library,brush,./assets/images/cam_librarian_library_brush.webp,"a kind librarian with reading glasses inside a cozy school library, holding a paintbrush dripping rainbow paint, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在溫馨的學校圖書館裡，拿著一支沾滿彩虹顏料的畫筆。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在溫馨的學校圖書館裡，拿著一支沾滿彩虹顏料的畫筆！這是一張校園世界的快樂畫面～
cam_librarian_library_ball,campus,librarian,library,ball,./assets/images/cam_librarian_library_ball.webp,"a kind librarian with reading glasses inside a cozy school library, holding an orange basketball, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在溫馨的學校圖書館裡，手裡抱著一顆橘色的籃球。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在溫馨的學校圖書館裡，手裡抱著一顆橘色的籃球！這是一張校園世界的快樂畫面～
cam_librarian_cafeteria_book,campus,librarian,cafeteria,book,./assets/images/cam_librarian_cafeteria_book.webp,"a kind librarian with reading glasses in a school cafeteria with delicious food, holding an open colorful book, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在飄著飯菜香的學校餐廳，手裡捧著一本繽紛的課本。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在飄著飯菜香的學校餐廳，手裡捧著一本繽紛的課本！這是一張校園世界的快樂畫面～
cam_librarian_cafeteria_whistle,campus,librarian,cafeteria,whistle,./assets/images/cam_librarian_cafeteria_whistle.webp,"a kind librarian with reading glasses in a school cafeteria with delicious food, holding a shiny silver whistle, school campus theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張校園風格的圖：和藹的圖書管理員在飄著飯菜香的學校餐廳，脖子上掛著一個亮晶晶的口哨。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 和藹的圖書管理員在飄著飯菜香的學校餐廳，脖子上掛著一個亮晶晶的口哨！這是一張校園世界的快樂畫面～
